4.438858337402343750e+02 3.065162963867187500e+02 2.080242004394531250e+02 1.431133728027343750e+02 9.891107177734375000e+01 6.702727508544921875e+01 4.732464599609375000e+01 3.450732421875000000e+01 2.516303062438964844e+01 1.833461761474609375e+01 1.212891578674316406e+01 7.418079376220703125e+00
3.947967529296875000e+02 2.673934326171875000e+02 1.884330596923828125e+02 1.298915252685546875e+02 9.029983520507812500e+01 6.252342987060546875e+01 4.310272979736328125e+01 3.116328239440917969e+01 2.306777000427246094e+01 1.672877311706542969e+01 1.092253684997558594e+01 6.781654357910156250e+00
4.290199279785156250e+02 2.991397399902343750e+02 2.076319732666015625e+02 1.425177001953125000e+02 9.574827575683593750e+01 6.336505126953125000e+01 4.335476684570312500e+01 3.173387527465820312e+01 2.326693534851074219e+01 1.699862480163574219e+01 1.140316963195800781e+01 7.231330871582031250e+00
4.291021728515625000e+02 3.008266601562500000e+02 2.086391601562500000e+02 1.390203094482421875e+02 9.434791564941406250e+01 6.310945510864257812e+01 4.286476898193359375e+01 3.054076194763183594e+01 2.274078369140625000e+01 1.643027305603027344e+01 1.097790718078613281e+01 6.907367706298828125e+00
4.171829528808593750e+02 2.987295227050781250e+02 2.102830505371093750e+02 1.477851562500000000e+02 1.002721405029296875e+02 6.608706665039062500e+01 4.593023300170898438e+01 3.296613693237304688e+01 2.425486564636230469e+01 1.755397796630859375e+01 1.180989265441894531e+01 7.345104217529296875e+00
4.282351074218750000e+02 2.968012084960937500e+02 2.060883941650390625e+02 1.417846984863281250e+02 9.447166442871093750e+01 6.474445343017578125e+01 4.438838195800781250e+01 3.195437431335449219e+01 2.334940910339355469e+01 1.681970596313476562e+01 1.104254722595214844e+01 6.792383193969726562e+00
4.180708007812500000e+02 2.900099487304687500e+02 1.942808837890625000e+02 1.364426879882812500e+02 9.337505340576171875e+01 6.309041976928710938e+01 4.483292388916015625e+01 3.241356658935546875e+01 2.395491600036621094e+01 1.748637199401855469e+01 1.159935951232910156e+01 7.240362167358398438e+00
4.262759704589843750e+02 2.981972656250000000e+02 2.064383850097656250e+02 1.426115264892578125e+02 9.547570800781250000e+01 6.625025939941406250e+01 4.655934143066406250e+01 3.305027770996093750e+01 2.397648811340332031e+01 1.732797622680664062e+01 1.165502548217773438e+01 7.321329116821289062e+00
4.275845947265625000e+02 2.968905334472656250e+02 2.044725036621093750e+02 1.417919158935546875e+02 9.642256164550781250e+01 6.423927307128906250e+01 4.246469497680664062e+01 3.040598869323730469e+01 2.241033554077148438e+01 1.628643035888671875e+01 1.074630737304687500e+01 6.656017303466796875e+00
4.224618225097656250e+02 3.038096923828125000e+02 2.100971221923828125e+02 1.483704376220703125e+02 1.026269531250000000e+02 6.904293823242187500e+01 4.762878417968750000e+01 3.384705352783203125e+01 2.449791908264160156e+01 1.777257919311523438e+01 1.190015792846679688e+01 7.189092636108398438e+00
4.092084045410156250e+02 2.913156738281250000e+02 2.019278717041015625e+02 1.407681121826171875e+02 9.475490570068359375e+01 6.378848266601562500e+01 4.394098281860351562e+01 3.123740196228027344e+01 2.304179191589355469e+01 1.663311004638671875e+01 1.122640609741210938e+01 6.941137313842773438e+00
4.182232360839843750e+02 3.026759033203125000e+02 2.045243225097656250e+02 1.397917327880859375e+02 9.304199218750000000e+01 6.156334686279296875e+01 4.282693862915039062e+01 3.092504501342773438e+01 2.327138900756835938e+01 1.698200225830078125e+01 1.149907112121582031e+01 7.136507034301757812e+00
4.138625488281250000e+02 2.856240234375000000e+02 2.042881622314453125e+02 1.410041046142578125e+02 9.670112609863281250e+01 6.463714599609375000e+01 4.472099304199218750e+01 3.253264617919921875e+01 2.352811813354492188e+01 1.709732055664062500e+01 1.132093429565429688e+01 6.902046203613281250e+00
4.065283203125000000e+02 2.888605957031250000e+02 2.042244567871093750e+02 1.386541442871093750e+02 9.558723449707031250e+01 6.544569396972656250e+01 4.665010452270507812e+01 3.396263885498046875e+01 2.497344017028808594e+01 1.798683166503906250e+01 1.208254814147949219e+01 7.231254577636718750e+00
4.149032287597656250e+02 3.023134765625000000e+02 2.085653991699218750e+02 1.393457183837890625e+02 9.272651672363281250e+01 6.093498992919921875e+01 4.240063476562500000e+01 3.139825820922851562e+01 2.327939033508300781e+01 1.664875030517578125e+01 1.107127189636230469e+01 6.703224182128906250e+00
4.381179199218750000e+02 3.070758361816406250e+02 2.122220458984375000e+02 1.471183776855468750e+02 1.022272109985351562e+02 6.795861816406250000e+01 4.696353149414062500e+01 3.377964782714843750e+01 2.474242210388183594e+01 1.805658340454101562e+01 1.207708358764648438e+01 7.600440979003906250e+00
4.320999755859375000e+02 3.128875732421875000e+02 2.241106262207031250e+02 1.558294830322265625e+02 1.057175598144531250e+02 6.875675201416015625e+01 4.683485031127929688e+01 3.355824279785156250e+01 2.497447013854980469e+01 1.828441619873046875e+01 1.227959632873535156e+01 7.549591064453125000e+00
4.261187133789062500e+02 2.999445190429687500e+02 2.070414428710937500e+02 1.425722503662109375e+02 9.646995544433593750e+01 6.483134460449218750e+01 4.389625549316406250e+01 3.227845001220703125e+01 2.400885581970214844e+01 1.722622871398925781e+01 1.182894706726074219e+01 7.234840393066406250e+00
4.280612792968750000e+02 2.885136413574218750e+02 2.095660552978515625e+02 1.442176666259765625e+02 9.631903076171875000e+01 6.225128936767578125e+01 4.361511993408203125e+01 3.178428649902343750e+01 2.326586723327636719e+01 1.708302497863769531e+01 1.155281066894531250e+01 7.009792327880859375e+00
4.234942016601562500e+02 2.974483947753906250e+02 2.066906433105468750e+02 1.480221405029296875e+02 1.043552246093750000e+02 6.965637969970703125e+01 4.711052703857421875e+01 3.374642181396484375e+01 2.412455558776855469e+01 1.778902053833007812e+01 1.181505203247070312e+01 7.333736419677734375e+00
4.364552612304687500e+02 2.906282043457031250e+02 2.058085327148437500e+02 1.404362335205078125e+02 9.765148162841796875e+01 6.717228698730468750e+01 4.510207366943359375e+01 3.220874786376953125e+01 2.372418403625488281e+01 1.675366401672363281e+01 1.112674713134765625e+01 6.971044540405273438e+00
4.093933410644531250e+02 3.012497558593750000e+02 2.142331848144531250e+02 1.489808044433593750e+02 9.955585479736328125e+01 6.711798858642578125e+01 4.518878936767578125e+01 3.362862396240234375e+01 2.444927215576171875e+01 1.776086807250976562e+01 1.177702903747558594e+01 7.180519104003906250e+00
4.287337036132812500e+02 2.869539184570312500e+02 2.034499206542968750e+02 1.417604064941406250e+02 9.745956420898437500e+01 6.499603271484375000e+01 4.343983459472656250e+01 3.088781356811523438e+01 2.271113395690917969e+01 1.628953933715820312e+01 1.083828926086425781e+01 6.464891433715820312e+00
4.124630126953125000e+02 2.802538452148437500e+02 1.950402069091796875e+02 1.332576751708984375e+02 9.263343811035156250e+01 6.238370895385742188e+01 4.305799484252929688e+01 3.119615554809570312e+01 2.281907081604003906e+01 1.643496513366699219e+01 1.120273590087890625e+01 6.899385452270507812e+00
