4.298880000000000149e-04 1.888640000000000132e-04 1.004800000000000002e-04 6.022399999999999802e-05 3.852800000000000110e-05 2.547199999999999939e-05 1.939200000000000000e-05 1.337600000000000034e-05 1.113599999999999977e-05 8.767999999999999739e-06 7.104000000000000085e-06 6.528000000000000010e-06 4.415999999999999732e-06 4.607999999999999758e-06 3.360000000000000017e-06 2.687999999999999929e-06 2.133333333333333378e-06 1.280000000000000027e-06 1.216000000000000089e-06 5.440000000000000008e-07 4.775384615384615468e-07 1.355294117647058752e-07
4.497920000000000195e-04 2.031360000000000012e-04 1.111680000000000036e-04 6.643200000000000363e-05 4.339200000000000061e-05 2.784000000000000111e-05 1.855999999999999848e-05 1.567999999999999895e-05 1.209600000000000074e-05 1.068799999999999999e-05 6.656000000000000309e-06 5.631999999999999610e-06 5.312000000000000132e-06 4.799999999999999783e-06 3.199999999999999855e-06 2.783999999999999942e-06 2.026666666666666603e-06 1.429333333333333427e-06 9.813333333333334386e-07 3.946666666666666537e-07 2.215384615384615309e-07 1.185882352941176408e-07
3.854080000000000071e-04 1.751040000000000094e-04 9.574399999999999675e-05 6.118400000000000238e-05 3.865599999999999717e-05 2.841600000000000034e-05 2.169600000000000031e-05 1.497600000000000027e-05 1.222400000000000019e-05 8.576000000000000561e-06 8.960000000000000611e-06 5.823999999999999635e-06 5.696000000000000183e-06 4.928000000000000082e-06 4.704000000000000194e-06 2.783999999999999942e-06 1.749333333333333328e-06 1.770666666666666640e-06 1.258666666666666714e-06 7.253333333333333697e-07 3.593846153846153653e-07 1.468235294117647158e-07
4.360960000000000205e-04 1.987839999999999995e-04 1.038080000000000063e-04 6.163199999999999538e-05 3.852800000000000110e-05 2.745599999999999937e-05 2.041599999999999901e-05 1.382400000000000012e-05 1.139200000000000037e-05 9.983999999999999616e-06 7.232000000000000384e-06 6.015999999999999660e-06 4.607999999999999758e-06 4.736000000000000057e-06 3.583999999999999906e-06 2.591999999999999917e-06 2.197333333333333528e-06 1.429333333333333427e-06 9.599999999999999142e-07 5.759999999999999697e-07 3.003076923076923009e-07 1.317647058823529284e-07
3.813760000000000023e-04 1.863679999999999883e-04 1.025919999999999962e-04 6.540799999999999447e-05 4.326399999999999777e-05 2.911999999999999902e-05 2.259199999999999986e-05 1.657599999999999850e-05 1.395199999999999957e-05 1.017600000000000049e-05 7.679999999999999314e-06 8.319999999999999962e-06 6.207999999999999685e-06 5.248000000000000406e-06 3.487999999999999893e-06 3.391999999999999880e-06 2.261333333333333254e-06 1.834666666666666578e-06 1.194666666666666565e-06 7.999999999999999638e-07 4.283076923076922824e-07 1.185882352941176408e-07
4.257919999999999782e-04 1.992960000000000109e-04 1.061759999999999944e-04 6.515200000000000234e-05 4.332800000000000258e-05 2.854399999999999979e-05 2.067200000000000130e-05 1.433599999999999962e-05 1.311999999999999975e-05 8.383999999999999688e-06 7.040000000000000359e-06 5.504000000000000158e-06 3.648000000000000055e-06 4.672000000000000331e-06 3.583999999999999906e-06 2.399999999999999891e-06 1.664000000000000077e-06 1.365333333333333277e-06 8.106666666666666201e-07 4.266666666666666756e-07 2.264615384615384573e-07 8.094117647058823839e-08
4.350719999999999978e-04 1.906560000000000123e-04 1.084160000000000001e-04 6.355200000000000410e-05 4.396800000000000323e-05 2.828800000000000089e-05 2.303999999999999964e-05 1.849600000000000045e-05 1.420800000000000017e-05 1.043199999999999939e-05 9.215999999999999515e-06 7.104000000000000085e-06 7.488000000000000135e-06 4.544000000000000032e-06 5.215999999999999696e-06 3.328000000000000154e-06 2.773333333333333180e-06 2.410666666666666654e-06 1.621333333333333240e-06 8.959999999999999764e-07 6.104615384615384548e-07 2.672941176470588036e-07
4.132480000000000116e-04 2.105599999999999898e-04 1.151999999999999948e-04 6.585600000000000102e-05 4.563199999999999949e-05 3.078400000000000206e-05 2.649599999999999839e-05 1.836800000000000100e-05 1.433599999999999962e-05 1.100800000000000032e-05 9.983999999999999616e-06 7.167999999999999811e-06 6.080000000000000233e-06 4.799999999999999783e-06 4.191999999999999844e-06 3.167999999999999992e-06 2.581333333333333154e-06 1.685333333333333390e-06 1.088000000000000002e-06 6.613333333333333260e-07 3.839999999999999974e-07 1.167058823529411806e-07
4.191360000000000203e-04 1.966720000000000035e-04 1.084800000000000049e-04 7.040000000000000359e-05 4.524799999999999775e-05 3.244799999999999833e-05 2.175999999999999834e-05 1.772800000000000035e-05 1.209600000000000074e-05 9.728000000000000712e-06 8.256000000000000236e-06 6.848000000000000334e-06 5.951999999999999934e-06 4.928000000000000082e-06 4.607999999999999758e-06 2.752000000000000079e-06 2.581333333333333154e-06 1.578666666666666615e-06 1.290666666666666577e-06 7.360000000000000260e-07 3.987692307692307768e-07 1.392941176470588221e-07
4.253440000000000259e-04 1.987199999999999947e-04 1.044480000000000002e-04 6.719999999999999357e-05 4.057599999999999911e-05 2.764800000000000024e-05 1.881600000000000077e-05 1.548800000000000147e-05 1.241599999999999937e-05 9.983999999999999616e-06 8.383999999999999688e-06 5.567999999999999884e-06 3.967999999999999956e-06 3.967999999999999956e-06 3.328000000000000154e-06 1.824000000000000028e-06 1.877333333333333415e-06 1.045333333333333376e-06 5.653333333333333134e-07 3.839999999999999974e-07 1.624615384615384666e-07 3.576470588235294224e-08
