9.153831633727896815e+02 7.229508955109503177e+02 5.568573162903574030e+02 4.383157033247622962e+02 3.298420471591089154e+02 2.499577880883945795e+02 1.765297002975484588e+02 1.202727199316808253e+02 9.059572979501832890e+01 6.621923971708997669e+01 3.421872768306007373e+01 1.063727487937631366e+01
7.229508955109503177e+02 7.421952838152885761e+02 5.812055949043852934e+02 4.840928779387663212e+02 3.764029645124791728e+02 2.734696224928046604e+02 1.886672884330666307e+02 1.267471752352429775e+02 9.110261912778527460e+01 7.122628184020651076e+01 4.064572033948866192e+01 1.592433382797278796e+01
5.568573162903574030e+02 5.812055949043852934e+02 5.424281311861652739e+02 4.556581109239718330e+02 3.502297088951302158e+02 2.419938452891729241e+02 1.548379094493892012e+02 9.872266030486868260e+01 7.328275706896572217e+01 5.858452114096469643e+01 3.678465590566298005e+01 1.754079645175259827e+01
4.383157033247622962e+02 4.840928779387663212e+02 4.556581109239718330e+02 4.047268167409457646e+02 3.158338715222844257e+02 2.168039643019519076e+02 1.370178201897735164e+02 8.652880742492340005e+01 6.304492462557875854e+01 5.111452134698777172e+01 3.295156798201087867e+01 1.575993577234690513e+01
3.298420471591089154e+02 3.764029645124791728e+02 3.502297088951302158e+02 3.158338715222844257e+02 2.592688382238387135e+02 1.790056163734459176e+02 1.138321325365796923e+02 7.171182306108427440e+01 5.168411307284680589e+01 4.113873312157814155e+01 2.558275343279154512e+01 1.138279567450546992e+01
2.499577880883945795e+02 2.734696224928046604e+02 2.419938452891729241e+02 2.168039643019519076e+02 1.790056163734459176e+02 1.311177774969603433e+02 8.622273868880446912e+01 5.505059048357946239e+01 3.970658901561738929e+01 3.084939893790011922e+01 1.867236303938493336e+01 7.325049881989231793e+00
1.765297002975484588e+02 1.886672884330666307e+02 1.548379094493892012e+02 1.370178201897735164e+02 1.138321325365796923e+02 8.622273868880446912e+01 6.099310841332434308e+01 4.128181098598509635e+01 2.995800396686050604e+01 2.234220266848251768e+01 1.256758465724533380e+01 4.643981625100830790e+00
1.202727199316808253e+02 1.267471752352429775e+02 9.872266030486868260e+01 8.652880742492340005e+01 7.171182306108427440e+01 5.505059048357946239e+01 4.128181098598509635e+01 3.215321246903619823e+01 2.413407768692015765e+01 1.762311314333793888e+01 9.249614289792258859e+00 3.098381405769774499e+00
9.059572979501832890e+01 9.110261912778527460e+01 7.328275706896572217e+01 6.304492462557875854e+01 5.168411307284680589e+01 3.970658901561738929e+01 2.995800396686050604e+01 2.413407768692015765e+01 1.999493956769727987e+01 1.482213436848695487e+01 7.663433838912879992e+00 2.354624050210675890e+00
6.621923971708997669e+01 7.122628184020651076e+01 5.858452114096469643e+01 5.111452134698777172e+01 4.113873312157814155e+01 3.084939893790011922e+01 2.234220266848251768e+01 1.762311314333793888e+01 1.482213436848695487e+01 1.248213151225285245e+01 7.192064877818257429e+00 2.994510553786870144e+00
3.421872768306007373e+01 4.064572033948866192e+01 3.678465590566298005e+01 3.295156798201087867e+01 2.558275343279154512e+01 1.867236303938493336e+01 1.256758465724533380e+01 9.249614289792258859e+00 7.663433838912879992e+00 7.192064877818257429e+00 5.243026647294032117e+00 2.809434781478287402e+00
1.063727487937631366e+01 1.592433382797278796e+01 1.754079645175259827e+01 1.575993577234690513e+01 1.138279567450546992e+01 7.325049881989231793e+00 4.643981625100830790e+00 3.098381405769774499e+00 2.354624050210675890e+00 2.994510553786870144e+00 2.809434781478287402e+00 2.585683367062538096e+00
