3.015900279874055741e+03 1.736563725296644179e+03 1.098528111309283531e+03 7.613804325811615854e+02 4.554537468291894697e+02 3.414606180238585580e+02 2.911767660741994064e+02 2.196814937606076228e+02 1.727198792304557458e+02 1.323118900778685827e+02 6.395211653853773015e+01 2.099110587658809024e+01
1.736563725296644179e+03 2.190330631820994768e+03 1.294948228378584190e+03 1.034537105195011009e+03 7.167808330079410553e+02 4.793729460384463437e+02 2.975999133269338586e+02 2.058363412764282145e+02 1.704532515314677994e+02 1.221845293221794861e+02 6.093264330714899302e+01 6.524283650928119904e+00
1.098528111309283531e+03 1.294948228378584190e+03 9.798184048405329349e+02 7.822708252436193561e+02 5.645520583707277638e+02 3.958026429009469780e+02 2.453262059614945088e+02 1.735620543482621372e+02 1.313060376370201254e+02 9.455938815888087845e+01 5.669028505155897335e+01 1.871928889793458239e+01
7.613804325811615854e+02 1.034537105195011009e+03 7.822708252436193561e+02 7.224355423632313205e+02 5.253932486961041377e+02 3.585555923387667576e+02 2.155172401501077104e+02 1.582427727399917785e+02 1.193863100238053363e+02 8.220737609108581978e+01 4.495643510006782861e+01 1.312526335602718319e+01
4.554537468291894697e+02 7.167808330079410553e+02 5.645520583707277638e+02 5.253932486961041377e+02 4.222205547184886427e+02 2.945834231002162369e+02 1.757666278623338769e+02 1.291882563761618599e+02 9.327052984914863032e+01 6.492850473199153782e+01 3.678526736873891423e+01 1.274393239984267368e+01
3.414606180238585580e+02 4.793729460384463437e+02 3.958026429009469780e+02 3.585555923387667576e+02 2.945834231002162369e+02 2.199961252706151242e+02 1.344168711082828622e+02 9.711466394203206676e+01 6.729290334771671667e+01 4.838729513016698291e+01 2.789640871544360934e+01 1.067096119631439599e+01
2.911767660741994064e+02 2.975999133269338586e+02 2.453262059614945088e+02 2.155172401501077104e+02 1.757666278623338769e+02 1.344168711082828622e+02 9.343842224933415253e+01 6.899445403061028514e+01 4.700817086422382829e+01 3.354920905870958592e+01 1.661431411366330835e+01 6.246781540839664970e+00
2.196814937606076228e+02 2.058363412764282145e+02 1.735620543482621372e+02 1.582427727399917785e+02 1.291882563761618599e+02 9.711466394203206676e+01 6.899445403061028514e+01 5.525591304753008615e+01 3.970983459228430945e+01 2.772681076955372248e+01 1.313282377549247393e+01 4.914035303427287893e+00
1.727198792304557458e+02 1.704532515314677994e+02 1.313060376370201254e+02 1.193863100238053363e+02 9.327052984914863032e+01 6.729290334771671667e+01 4.700817086422382829e+01 3.970983459228430945e+01 3.296170939936773436e+01 2.300604789846945053e+01 1.086280038640684431e+01 3.252632761456793808e+00
1.323118900778685827e+02 1.221845293221794861e+02 9.455938815888087845e+01 8.220737609108581978e+01 6.492850473199153782e+01 4.838729513016698291e+01 3.354920905870958592e+01 2.772681076955372248e+01 2.300604789846945053e+01 1.864457371363175042e+01 9.664980530185967922e+00 4.005723398688086689e+00
6.395211653853773015e+01 6.093264330714899302e+01 5.669028505155897335e+01 4.495643510006782861e+01 3.678526736873891423e+01 2.789640871544360934e+01 1.661431411366330835e+01 1.313282377549247393e+01 1.086280038640684431e+01 9.664980530185967922e+00 7.286565090333184003e+00 3.996841000517373121e+00
2.099110587658809024e+01 6.524283650928119904e+00 1.871928889793458239e+01 1.312526335602718319e+01 1.274393239984267368e+01 1.067096119631439599e+01 6.246781540839664970e+00 4.914035303427287893e+00 3.252632761456793808e+00 4.005723398688086689e+00 3.996841000517373121e+00 3.647809547670883390e+00
